BOROUGH,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5700,1361,1930,350000,9/29/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,11100,2024,1975,491000,3/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6840,1208,1940,390000,5/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2275,1120,1990,353000,11/5/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2003,1120,1990,267000,3/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,2,1,5750,2960,1920,415000,8/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4185,1850,1985,458200,11/4/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3000,1519,1925,428000,10/26/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1710,1645,1990,430000,8/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1099,1645,1989,435000,6/22/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1799,1616,1992,425000,12/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2031,1342,1989,430000,12/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2600,1376,1986,445000,10/16/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5000,935,1950,405372,5/21/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2442,1368,1980,365000,6/3/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3750,1420,1970,346500,12/29/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3750,1420,1970,500172,1/26/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1680,462,1930,210000,9/3/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1230,2000,372500,6/23/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1440,1680,1990,330000,7/13/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3640,1230,1910,296213,8/5/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6600,2540,1950,690000,8/28/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,13750,1429,1935,290000,2/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3000,1312,1965,475000,8/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2800,1440,1965,415000,7/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,912,1950,495000,6/23/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5000,1180,1960,476000,10/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4100,1100,1960,485000,4/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4410,2092,1960,620000,5/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6600,848,1964,534900,11/20/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1058,1901,380000,3/19/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,8000,1388,1945,325000,5/29/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2490,1024,1965,405000,6/19/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5000,960,1940,440000,4/21/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4840,1534,1935,490000,12/18/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5400,1320,1935,380000,6/12/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3600,2400,2001,620000,6/30/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4700,884,1950,435000,4/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,2000,1955,645000,9/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1476,1940,510000,9/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,7600,1972,1970,228720,4/30/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3800,1750,1940,620000,6/30/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3800,988,1950,430000,11/24/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4500,1450,1960,450000,1/9/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4750,1140,1950,415500,10/8/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1805,1480,1989,368000,5/19/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5200,904,1950,462500,5/21/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6600,1186,1955,480000,6/26/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5500,2340,1960,775000,2/20/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5385,2700,2002,750000,1/9/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4380,960,1955,375000,11/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,672,1920,390000,6/23/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6000,1832,1925,505000,12/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,938,1950,400000,5/4/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,0,1920,625000,5/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2905,728,1925,40000,1/9/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1200,1200,1992,345000,8/13/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1230,1960,387500,4/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5898,1000,1960,494000,9/21/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4100,2314,1960,460000,3/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6390,900,1955,440000,4/29/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4750,1800,1955,425000,8/31/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4750,2942,1955,420000,1/30/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,9100,1620,2010,480000,6/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4200,1248,1940,515000,6/3/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1150,1955,423000,2/5/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6300,1080,1950,427000,10/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4677,1660,2005,532500,1/12/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2052,1660,2005,490000,3/30/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5670,1827,1940,545000,8/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6750,1397,1930,451000,11/13/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3375,1056,1920,180500,2/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3375,684,1930,400000,7/22/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3105,1666,1940,405000,3/2/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3930,1323,1960,375000,9/30/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3375,1700,2006,304200,3/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5040,3862,2005,335000,2/18/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,788,1930,255000,9/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1063,1935,291500,5/22/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,648,1920,217456,8/12/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3450,1298,1975,372300,12/11/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2195,1044,1975,324000,6/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1360,1336,1989,355000,12/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3400,2070,2006,664900,3/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1169,1065,1990,335000,12/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3400,1800,2014,610950,6/11/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2465,1224,1970,449500,7/2/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2448,1374,1975,370000,12/2/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2380,1440,1975,348448,11/24/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2125,1683,1975,375000,8/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2210,1292,1980,400000,3/26/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2210,1292,1980,420000,8/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2240,1440,1975,365000,5/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2452,1330,1988,322000,2/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4200,2330,1965,480000,6/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,7735,1746,1925,460000,9/22/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3500,1008,1970,377000,2/3/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6210,1152,1920,375000,10/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5962,2560,2015,540000,3/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2277,1408,1978,405000,7/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2300,1440,1977,450000,5/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1280,1997,373000,12/30/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1323,1234,1991,234310,2/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,3150,1993,521250,10/21/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,735,2005,1990,288400,12/23/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1050,2005,1990,285000,3/12/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,896,1690,1990,310000,2/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,856,1576,1990,310000,7/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,896,1690,1990,332500,6/29/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3200,1240,1965,450000,5/29/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,960,1970,343855,4/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,800,1970,410000,4/29/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1326,1330,1988,304000,6/8/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2619,1280,2003,417150,7/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5150,984,1925,425000,8/10/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2633,1336,1990,305000,6/22/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2759,1320,1930,400000,11/24/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,728,1965,419900,9/28/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5000,772,1945,345000,9/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1152,1965,386000,7/29/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1140,1965,412000,3/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4080,1008,1975,449900,9/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1008,1975,400000,5/26/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1494,1330,1990,330000,6/10/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2254,1312,1977,435000,2/24/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2254,1312,1977,365000,3/13/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2700,1100,1975,380000,5/13/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2700,1100,1975,360000,8/5/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4141,1720,1960,570000,12/21/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4343,1880,1970,462000,10/2/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1848,1970,350000,9/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2288,1600,1976,405000,10/13/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2288,1600,1976,380000,6/10/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2288,1600,1976,390000,11/12/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2288,1600,1976,390000,7/1/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1292,1975,433000,3/12/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2542,1440,1975,435000,7/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3200,1600,1970,480000,7/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1584,1975,215000,8/11/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1274,1970,443000,6/1/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1734,1200,1989,370000,8/19/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3264,1200,1989,339690,7/2/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1900,1980,332500,12/21/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2600,1564,1970,430000,11/5/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6210,1012,1920,415000,3/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1344,1980,435000,12/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2392,1092,1970,349900,5/20/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2704,1176,1970,365000,10/8/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4230,1500,1970,435000,10/26/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2484,2080,1970,397900,11/23/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2503,1512,1970,420000,8/27/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2465,1584,1993,384000,4/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,714,1354,1991,315000,3/18/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1911,1970,538000,6/12/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1911,1970,569000,11/30/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1120,1970,410000,10/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4300,1836,1995,365040,8/20/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2744,1344,1970,443000,8/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2352,1360,1970,390000,10/9/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2352,1360,1970,409000,1/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1360,1970,350000,12/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3000,2264,1970,464000,3/31/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1200,1975,320000,5/8/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1200,1975,401000,4/6/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3800,1880,1975,477000,3/26/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2328,1120,1970,402000,11/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5094,1800,1985,335000,5/19/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4925,3570,1985,411500,5/20/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2185,1232,1980,441000,1/13/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,9200,736,1920,550000,9/28/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2850,1224,1970,462000,11/12/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6120,1152,1915,384800,4/8/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5520,1600,1931,350000,9/11/2015
Staten Island,01  ONE FAMILY DWELLINGS,2,0,8520,1564,1955,524000,4/24/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2446,1512,1995,429000,4/24/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,2178,1980,610000,9/18/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5196,1460,1960,410000,12/21/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,60588,990,1925,485000,4/28/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,60588,990,1925,485000,4/28/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,60588,990,1925,485000,4/28/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4085,1990,1967,547000,5/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2375,1176,1977,187500,4/3/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,7089,1126,1975,625000,8/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5200,3431,2015,763585,10/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5559,3104,2015,804315,11/2/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2375,1440,2000,520000,10/9/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2375,1440,2000,430000,7/31/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1440,2001,258570,12/18/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,1480,576,1986,336000,8/6/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,1680,864,1986,342000,1/21/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4000,2376,1986,574000,6/30/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,91620,2160,1986,585000,8/21/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2400,2334,1985,545000,8/14/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2400,2234,1985,476000,9/18/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2375,2338,1982,530000,9/8/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2510,2408,1982,565000,10/30/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2200,2408,1985,540000,10/8/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2328,1832,1980,460000,8/28/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2855,3696,1982,570000,12/4/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4864,2533,1980,105000,4/30/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2500,1932,1985,407500,1/9/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2500,1932,1984,451000,10/22/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,6076,2500,1975,495000,6/30/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,7500,3016,1935,590000,4/17/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2295,1900,1996,235000,9/25/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4240,2100,1970,545000,1/30/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3478,2000,1973,490000,6/25/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3100,2000,1973,154128,7/31/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4240,1984,1960,585000,8/13/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4120,1912,1965,520000,6/23/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,6000,3178,1965,350000,10/28/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4000,2800,1960,630000,12/18/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4635,2794,2013,580402,8/25/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,5450,3105,2013,691391,7/9/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4205,2704,2013,662000,6/3/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4326,2584,1970,565000,4/15/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,6090,1480,1930,543000,4/21/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,7880,2496,1970,150000,1/9/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3927,2000,1975,462500,3/10/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2218,1950,2006,450000,4/23/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,1,3800,2336,1975,530000,12/2/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3742,2304,1970,390000,12/18/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4000,2534,1982,540000,10/19/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4000,2534,1982,525000,12/30/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3850,2100,2010,765000,7/1/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4620,2252,2004,725000,3/4/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,6375,1736,1930,365950,6/8/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4085,2040,1960,575000,1/9/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4600,2644,1970,530000,11/1/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,5000,2595,2013,853293,12/4/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4000,1290,1930,475000,10/8/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4000,2080,2003,692999,11/19/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4947,1680,1975,600000,4/29/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4100,1547,1960,560000,7/29/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,6781,2300,1930,535000,12/23/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3645,1376,1930,398487,10/7/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3375,1440,2002,535000,3/23/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2500,1784,1987,420000,6/24/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3400,1000,1985,400000,1/7/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4200,2400,1995,615000,4/17/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4215,3250,2014,770000,7/1/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,5208,1602,1950,565000,6/4/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3740,960,1970,520000,6/8/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4795,2488,1975,557500,7/31/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,6240,1959,1920,341500,3/31/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4100,2414,1975,617000,11/20/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3442,2642,1983,539000,11/16/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,2400,1439,1992,461000,11/6/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4720,1150,1940,375000,12/23/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3810,1720,1970,600000,7/8/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,6348,2456,1970,640000,5/27/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4100,2280,1970,325000,9/2/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,5000,1656,1975,515000,7/27/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4400,1336,1965,590000,10/6/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4500,2008,1970,632000,10/6/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4508,2184,1970,605000,9/1/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3000,2220,1970,500100,5/12/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3800,2496,1984,475000,5/26/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3360,1318,1920,530400,8/26/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4275,2350,1970,360000,7/1/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3800,2600,1984,559000,9/2/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4496,2080,2004,769000,2/11/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3325,2120,1992,600000,3/30/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3000,1960,1975,489600,9/10/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,3000,1960,1975,65000,2/27/2015
Staten Island,03  THREE FAMILY DWELLINGS,3,0,3312,1792,1986,550000,8/20/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3840,1200,1960,470000,6/22/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1958,1965,553000,12/1/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4700,2120,1950,675388,12/23/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4320,1104,1955,450000,1/29/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1140,1970,460000,9/22/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1140,1970,330000,11/25/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1888,1970,63430,6/30/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,1395,1500,2003,472770,6/10/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5225,1746,1925,490000,7/2/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2450,1564,1970,370000,12/8/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2450,1564,1970,425000,1/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2450,1564,1965,400000,5/28/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4180,1144,1960,520000,9/2/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5243,2200,1945,590000,7/16/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,3972,0,1940,325000,5/26/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2458,2064,2014,520000,3/11/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2300,1176,1975,375000,11/18/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2300,1176,1975,445000,8/4/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1176,1975,428900,2/13/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1380,1982,435000,10/21/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1380,1982,430000,3/19/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1200,1975,458900,11/20/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2856,1000,1970,327840,4/14/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2472,1184,1975,439000,9/1/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2400,1176,1975,410000,4/8/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,2500,1176,1975,408000,10/15/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,6000,1750,1935,302500,6/17/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,4000,1424,1930,515000,3/11/2015
Staten Island,01  ONE FAMILY DWELLINGS,1,0,5000,2480,1960,610000,3/5/2015
Staten Island,02  TWO FAMILY DWELLINGS,2,0,4000,2234,1965,400000,5/20/2015
